gene_id	Geneid	locus_tag	gene_biotype	product	db_xref
FGSG_08802	gene:FGSG_08802	FGSG_08802	protein_coding	uncharacterized protein	GeneID:23555788
FGSG_08803	gene:FGSG_08803	FGSG_08803	protein_coding	uncharacterized protein	GeneID:23555789
FGSG_08804	gene:FGSG_08804	FGSG_08804	protein_coding	uncharacterized protein	GeneID:23555790
FGSG_08805	gene:FGSG_08805	FGSG_08805	protein_coding	uncharacterized protein	GeneID:23555791
FGSG_08806	gene:FGSG_08806	FGSG_08806	protein_coding	uncharacterized protein	GeneID:23555792
FGSG_08807	gene:FGSG_08807	FGSG_08807	protein_coding	uncharacterized protein	GeneID:23555793
FGSG_08808	gene:FGSG_08808	FGSG_08808	protein_coding	uncharacterized protein	GeneID:23555794
FGSG_08809	gene:FGSG_08809	FGSG_08809	protein_coding	uncharacterized protein	GeneID:23555795
FGSG_08810	gene:FGSG_08810	FGSG_08810	protein_coding	uncharacterized protein	GeneID:23555796
FGSG_08811	gene:FGSG_08811	FGSG_08811	protein_coding	elongation factor 1-alpha	GeneID:23555797
FGSG_08812	gene:FGSG_08812	FGSG_08812	protein_coding	uncharacterized protein	GeneID:23555798
FGSG_08813	gene:FGSG_08813	FGSG_08813	protein_coding	uncharacterized protein	GeneID:23555799
FGSG_08814	gene:FGSG_08814	FGSG_08814	protein_coding	splicing factor 3B subunit 5	GeneID:23555800
FGSG_08816	gene:FGSG_08816	FGSG_08816	protein_coding	uncharacterized protein	GeneID:23555801
FGSG_08817	gene:FGSG_08817	FGSG_08817	protein_coding	uncharacterized protein	GeneID:23555802
FGSG_08818	gene:FGSG_08818	FGSG_08818	protein_coding	uncharacterized protein	GeneID:23555803
FGSG_08819	gene:FGSG_08819	FGSG_08819	protein_coding	uncharacterized protein	GeneID:23555804
FGSG_08821	gene:FGSG_08821	FGSG_08821	protein_coding	uncharacterized protein	GeneID:23555805
FGSG_08823	gene:FGSG_08823	FGSG_08823	protein_coding	uncharacterized protein	GeneID:23555806
FGSG_08824	gene:FGSG_08824	FGSG_08824	protein_coding	uncharacterized protein	GeneID:23555807
FGSG_08825	gene:FGSG_08825	FGSG_08825	protein_coding	uncharacterized protein	GeneID:23555808
FGSG_08826	gene:FGSG_08826	FGSG_08826	protein_coding	uncharacterized protein	GeneID:23555809
FGSG_08827	gene:FGSG_08827	FGSG_08827	protein_coding	uncharacterized protein	GeneID:23555810
FGSG_08828	gene:FGSG_08828	FGSG_08828	protein_coding	uncharacterized protein	GeneID:23555811
FGSG_08829	gene:FGSG_08829	FGSG_08829	protein_coding	uncharacterized protein	GeneID:23555812
FGSG_08830	gene:FGSG_08830	FGSG_08830	protein_coding	uncharacterized protein	GeneID:23555813
FGSG_08831	gene:FGSG_08831	FGSG_08831	protein_coding	uncharacterized protein	GeneID:23555814
FGSG_08832	gene:FGSG_08832	FGSG_08832	protein_coding	uncharacterized protein	GeneID:23555815
FGSG_08833	gene:FGSG_08833	FGSG_08833	protein_coding	uncharacterized protein	GeneID:23555816
FGSG_08834	gene:FGSG_08834	FGSG_08834	protein_coding	uncharacterized protein	GeneID:23555817
FGSG_08835	gene:FGSG_08835	FGSG_08835	protein_coding	uncharacterized protein	GeneID:23555818
FGSG_08836	gene:FGSG_08836	FGSG_08836	protein_coding	uncharacterized protein	GeneID:23555819
FGSG_08837	gene:FGSG_08837	FGSG_08837	protein_coding	uncharacterized protein	GeneID:23555820
FGSG_08838	gene:FGSG_08838	FGSG_08838	protein_coding	uncharacterized protein	GeneID:23555821
FGSG_08840	gene:FGSG_08840	FGSG_08840	protein_coding	uncharacterized protein	GeneID:23555822
FGSG_08841	gene:FGSG_08841	FGSG_08841	protein_coding	uncharacterized protein	GeneID:23555823
FGSG_08842	gene:FGSG_08842	FGSG_08842	protein_coding	uncharacterized protein	GeneID:23555824
FGSG_08843	gene:FGSG_08843	FGSG_08843	protein_coding	uncharacterized protein	GeneID:23555825
FGSG_08844	gene:FGSG_08844	FGSG_08844	protein_coding	uncharacterized protein	GeneID:23555826
FGSG_08845	gene:FGSG_08845	FGSG_08845	protein_coding	uncharacterized protein	GeneID:23555827
FGSG_08846	gene:FGSG_08846	FGSG_08846	protein_coding	uncharacterized protein	GeneID:23555828
FGSG_08847	gene:FGSG_08847	FGSG_08847	protein_coding	uncharacterized protein	GeneID:23555829
FGSG_08848	gene:FGSG_08848	FGSG_08848	protein_coding	uncharacterized protein	GeneID:23555830
FGSG_08849	gene:FGSG_08849	FGSG_08849	protein_coding	uncharacterized protein	GeneID:23555831
FGSG_08850	gene:FGSG_08850	FGSG_08850	protein_coding	uncharacterized protein	GeneID:23555832
FGSG_08851	gene:FGSG_08851	FGSG_08851	protein_coding	2-methylcitrate dehydratase	GeneID:23555833
FGSG_08852	gene:FGSG_08852	FGSG_08852	protein_coding	uncharacterized protein	GeneID:23555834
FGSG_08853	gene:FGSG_08853	FGSG_08853	protein_coding	uncharacterized protein	GeneID:23555835
FGSG_08854	gene:FGSG_08854	FGSG_08854	protein_coding	uncharacterized protein	GeneID:23555836
FGSG_08855	gene:FGSG_08855	FGSG_08855	protein_coding	uncharacterized protein	GeneID:23555837
FGSG_08856	gene:FGSG_08856	FGSG_08856	protein_coding	uncharacterized protein	GeneID:23555838
FGSG_08857	gene:FGSG_08857	FGSG_08857	protein_coding	cell division control protein 42	GeneID:23555839
FGSG_08858	gene:FGSG_08858	FGSG_08858	protein_coding	uncharacterized protein	GeneID:23555840
FGSG_08859	gene:FGSG_08859	FGSG_08859	protein_coding	uncharacterized protein	GeneID:23555841
FGSG_08860	gene:FGSG_08860	FGSG_08860	protein_coding	uncharacterized protein	GeneID:23555842
FGSG_08861	gene:FGSG_08861	FGSG_08861	protein_coding	uncharacterized protein	GeneID:23555843
FGSG_08862	gene:FGSG_08862	FGSG_08862	protein_coding	uncharacterized protein	GeneID:23555844
FGSG_08863	gene:FGSG_08863	FGSG_08863	protein_coding	uncharacterized protein	GeneID:23555845
FGSG_08864	gene:FGSG_08864	FGSG_08864	protein_coding	uncharacterized protein	GeneID:23555846
FGSG_08865	gene:FGSG_08865	FGSG_08865	protein_coding	asparaginyl-tRNA synthetase	GeneID:23555847
FGSG_08866	gene:FGSG_08866	FGSG_08866	protein_coding	uncharacterized protein	GeneID:23555848
FGSG_08869	gene:FGSG_08869	FGSG_08869	protein_coding	uncharacterized protein	GeneID:23555849
FGSG_08871	gene:FGSG_08871	FGSG_08871	protein_coding	uncharacterized protein	GeneID:23555850
FGSG_08872	gene:FGSG_08872	FGSG_08872	protein_coding	uncharacterized protein	GeneID:23555851
FGSG_08873	gene:FGSG_08873	FGSG_08873	protein_coding	uncharacterized protein	GeneID:23555852
FGSG_08874	gene:FGSG_08874	FGSG_08874	protein_coding	uncharacterized protein	GeneID:23555853
FGSG_08875	gene:FGSG_08875	FGSG_08875	protein_coding	sulfate adenylyltransferase	GeneID:23555854
FGSG_08876	gene:FGSG_08876	FGSG_08876	protein_coding	uncharacterized protein	GeneID:23555855
FGSG_08877	gene:FGSG_08877	FGSG_08877	protein_coding	uncharacterized protein	GeneID:23555856
FGSG_08878	gene:FGSG_08878	FGSG_08878	protein_coding	uncharacterized protein	GeneID:23555857
FGSG_08879	gene:FGSG_08879	FGSG_08879	protein_coding	uncharacterized protein	GeneID:23555858
FGSG_08880	gene:FGSG_08880	FGSG_08880	protein_coding	uncharacterized protein	GeneID:23555859
FGSG_08881	gene:FGSG_08881	FGSG_08881	protein_coding	uncharacterized protein	GeneID:23555860
FGSG_08882	gene:FGSG_08882	FGSG_08882	protein_coding	uncharacterized protein	GeneID:23555861
FGSG_08884	gene:FGSG_08884	FGSG_08884	protein_coding	uncharacterized protein	GeneID:23555862
FGSG_08885	gene:FGSG_08885	FGSG_08885	protein_coding	uncharacterized protein	GeneID:23555863
FGSG_08886	gene:FGSG_08886	FGSG_08886	protein_coding	complex I intermediate-associated protein 30	GeneID:23555864
FGSG_08887	gene:FGSG_08887	FGSG_08887	protein_coding	uncharacterized protein	GeneID:23555865
FGSG_08888	gene:FGSG_08888	FGSG_08888	protein_coding	uncharacterized protein	GeneID:23555866
FGSG_08889	gene:FGSG_08889	FGSG_08889	protein_coding	uncharacterized protein	GeneID:23555867
FGSG_08890	gene:FGSG_08890	FGSG_08890	protein_coding	uncharacterized protein	GeneID:23555868
FGSG_08891	gene:FGSG_08891	FGSG_08891	protein_coding	uncharacterized protein	GeneID:23555869
FGSG_08892	gene:FGSG_08892	FGSG_08892	protein_coding	mating-type protein MAT-1	GeneID:23555870
FGSG_08893	gene:FGSG_08893	FGSG_08893	protein_coding	uncharacterized protein	GeneID:23555871
FGSG_08894	gene:FGSG_08894	FGSG_08894	protein_coding	uncharacterized protein	GeneID:23555872
FGSG_08895	gene:FGSG_08895	FGSG_08895	protein_coding	uncharacterized protein	GeneID:23555873
FGSG_08896	gene:FGSG_08896	FGSG_08896	protein_coding	40S ribosomal protein S9	GeneID:23555874
FGSG_08897	gene:FGSG_08897	FGSG_08897	protein_coding	pre-mRNA-splicing factor SLU7	GeneID:23555875
FGSG_08898	gene:FGSG_08898	FGSG_08898	protein_coding	uncharacterized protein	GeneID:23555876
FGSG_08899	gene:FGSG_08899	FGSG_08899	protein_coding	uncharacterized protein	GeneID:23555877
FGSG_08900	gene:FGSG_08900	FGSG_08900	protein_coding	uncharacterized protein	GeneID:23555878
FGSG_08901	gene:FGSG_08901	FGSG_08901	protein_coding	pre-mRNA splicing factor cwc24	GeneID:23555879
FGSG_08902	gene:FGSG_08902	FGSG_08902	protein_coding	uncharacterized protein	GeneID:23555880
FGSG_08903	gene:FGSG_08903	FGSG_08903	protein_coding	uncharacterized protein	GeneID:23555881
FGSG_08904	gene:FGSG_08904	FGSG_08904	protein_coding	uncharacterized protein	GeneID:23555882
FGSG_08905	gene:FGSG_08905	FGSG_08905	protein_coding	uncharacterized protein	GeneID:23555883
FGSG_08906	gene:FGSG_08906	FGSG_08906	protein_coding	uncharacterized protein	GeneID:23555884
FGSG_08907	gene:FGSG_08907	FGSG_08907	protein_coding	uncharacterized protein	GeneID:23555885
FGSG_08908	gene:FGSG_08908	FGSG_08908	protein_coding	uncharacterized protein	GeneID:23555886
FGSG_08909	gene:FGSG_08909	FGSG_08909	protein_coding	uncharacterized protein	GeneID:23555887
FGSG_08910	gene:FGSG_08910	FGSG_08910	protein_coding	uncharacterized protein	GeneID:23555888
FGSG_08911	gene:FGSG_08911	FGSG_08911	protein_coding	uncharacterized protein	GeneID:23555889
FGSG_08912	gene:FGSG_08912	FGSG_08912	protein_coding	uncharacterized protein	GeneID:23555890
FGSG_08913	gene:FGSG_08913	FGSG_08913	protein_coding	uncharacterized protein	GeneID:23555891
FGSG_08914	gene:FGSG_08914	FGSG_08914	protein_coding	uncharacterized protein	GeneID:23555892
FGSG_08915	gene:FGSG_08915	FGSG_08915	protein_coding	palmitoyltransferase PFA5	GeneID:23555893
FGSG_08916	gene:FGSG_08916	FGSG_08916	protein_coding	uncharacterized protein	GeneID:23555894
FGSG_08917	gene:FGSG_08917	FGSG_08917	protein_coding	uncharacterized protein	GeneID:23555895
FGSG_08918	gene:FGSG_08918	FGSG_08918	protein_coding	uncharacterized protein	GeneID:23555896
FGSG_08919	gene:FGSG_08919	FGSG_08919	protein_coding	ARP2/3 complex 20 kDa subunit	GeneID:23555897
FGSG_08920	gene:FGSG_08920	FGSG_08920	protein_coding	ubiquitin carboxyl-terminal hydrolase 6	GeneID:23555898
FGSG_08921	gene:FGSG_08921	FGSG_08921	protein_coding	uncharacterized protein	GeneID:23555899
FGSG_08922	gene:FGSG_08922	FGSG_08922	protein_coding	uncharacterized protein	GeneID:23555900
FGSG_08923	gene:FGSG_08923	FGSG_08923	protein_coding	uncharacterized protein	GeneID:23555901
FGSG_08924	gene:FGSG_08924	FGSG_08924	protein_coding	uncharacterized protein	GeneID:23555902
FGSG_08925	gene:FGSG_08925	FGSG_08925	protein_coding	uncharacterized protein	GeneID:23555903
FGSG_08926	gene:FGSG_08926	FGSG_08926	protein_coding	uncharacterized protein	GeneID:23555904
FGSG_08927	gene:FGSG_08927	FGSG_08927	protein_coding	uncharacterized protein	GeneID:23555905
FGSG_08928	gene:FGSG_08928	FGSG_08928	protein_coding	uncharacterized protein	GeneID:23555906
FGSG_08929	gene:FGSG_08929	FGSG_08929	protein_coding	uncharacterized protein	GeneID:23555907
FGSG_08930	gene:FGSG_08930	FGSG_08930	protein_coding	uncharacterized protein	GeneID:23555908
FGSG_08931	gene:FGSG_08931	FGSG_08931	protein_coding	uncharacterized protein	GeneID:23555909
FGSG_08932	gene:FGSG_08932	FGSG_08932	protein_coding	sorting nexin-3	GeneID:23555910
FGSG_08933	gene:FGSG_08933	FGSG_08933	protein_coding	uncharacterized protein	GeneID:23555911
FGSG_08934	gene:FGSG_08934	FGSG_08934	protein_coding	uncharacterized protein	GeneID:23555912
FGSG_08935	gene:FGSG_08935	FGSG_08935	protein_coding	uncharacterized protein	GeneID:23555913
FGSG_08936	gene:FGSG_08936	FGSG_08936	protein_coding	uncharacterized protein	GeneID:23555914
FGSG_08937	gene:FGSG_08937	FGSG_08937	protein_coding	uncharacterized protein	GeneID:23555915
FGSG_08939	gene:FGSG_08939	FGSG_08939	protein_coding	uncharacterized protein	GeneID:23555916
FGSG_08940	gene:FGSG_08940	FGSG_08940	protein_coding	uncharacterized protein	GeneID:23555917
FGSG_08941	gene:FGSG_08941	FGSG_08941	protein_coding	GCY protein	GeneID:23555918
FGSG_08942	gene:FGSG_08942	FGSG_08942	protein_coding	uncharacterized protein	GeneID:23555919
FGSG_08943	gene:FGSG_08943	FGSG_08943	protein_coding	2-deoxy-D-gluconate 3-dehydrogenase	GeneID:23555920
FGSG_08944	gene:FGSG_08944	FGSG_08944	protein_coding	glucosamine 6-phosphate N-acetyltransferase	GeneID:23555921
FGSG_08945	gene:FGSG_08945	FGSG_08945	protein_coding	uncharacterized protein	GeneID:23555922
FGSG_08946	gene:FGSG_08946	FGSG_08946	protein_coding	xylosidase/arabinosidase	GeneID:23555923
FGSG_08947	gene:FGSG_08947	FGSG_08947	protein_coding	uncharacterized protein	GeneID:23555924
FGSG_08948	gene:FGSG_08948	FGSG_08948	protein_coding	uncharacterized protein	GeneID:23555925
FGSG_08949	gene:FGSG_08949	FGSG_08949	protein_coding	uncharacterized protein	GeneID:23555926
FGSG_08950	gene:FGSG_08950	FGSG_08950	protein_coding	uncharacterized protein	GeneID:23555927
FGSG_08952	gene:FGSG_08952	FGSG_08952	protein_coding	uncharacterized protein	GeneID:23555928
FGSG_08954	gene:FGSG_08954	FGSG_08954	protein_coding	uncharacterized protein	GeneID:23555929
FGSG_08955	gene:FGSG_08955	FGSG_08955	protein_coding	uncharacterized protein	GeneID:23555930
FGSG_08956	gene:FGSG_08956	FGSG_08956	protein_coding	uncharacterized protein	GeneID:23555931
FGSG_08958	gene:FGSG_08958	FGSG_08958	protein_coding	uncharacterized protein	GeneID:23555932
FGSG_08959	gene:FGSG_08959	FGSG_08959	protein_coding	uncharacterized protein	GeneID:23555933
FGSG_08960	gene:FGSG_08960	FGSG_08960	protein_coding	uncharacterized protein	GeneID:23555934
FGSG_08961	gene:FGSG_08961	FGSG_08961	protein_coding	uncharacterized protein	GeneID:23555935
FGSG_08962	gene:FGSG_08962	FGSG_08962	protein_coding	uncharacterized protein	GeneID:23555936
FGSG_08964	gene:FGSG_08964	FGSG_08964	protein_coding	signal recognition particle 54 kDa protein	GeneID:23555937
FGSG_08965	gene:FGSG_08965	FGSG_08965	protein_coding	uncharacterized protein	GeneID:23555938
FGSG_08967	gene:FGSG_08967	FGSG_08967	protein_coding	uncharacterized protein	GeneID:23555939
FGSG_08968	gene:FGSG_08968	FGSG_08968	protein_coding	uncharacterized protein	GeneID:23555940
FGSG_08969	gene:FGSG_08969	FGSG_08969	protein_coding	uncharacterized protein	GeneID:23555941
FGSG_08970	gene:FGSG_08970	FGSG_08970	protein_coding	uncharacterized protein	GeneID:23555942
FGSG_08971	gene:FGSG_08971	FGSG_08971	protein_coding	formyltetrahydrofolate deformylase	GeneID:23555943
FGSG_08972	gene:FGSG_08972	FGSG_08972	protein_coding	uncharacterized protein	GeneID:23555944
FGSG_08973	gene:FGSG_08973	FGSG_08973	protein_coding	uncharacterized protein	GeneID:23555945
FGSG_08974	gene:FGSG_08974	FGSG_08974	protein_coding	uncharacterized protein	GeneID:23555946
FGSG_08975	gene:FGSG_08975	FGSG_08975	protein_coding	septum-promoting GTP-binding protein 1	GeneID:23555947
FGSG_08976	gene:FGSG_08976	FGSG_08976	protein_coding	glycine cleavage system H protein	GeneID:23555948
FGSG_08977	gene:FGSG_08977	FGSG_08977	protein_coding	porphobilinogen deaminase	GeneID:23555949
FGSG_08978	gene:FGSG_08978	FGSG_08978	protein_coding	uncharacterized protein	GeneID:23555950
FGSG_08979	gene:FGSG_08979	FGSG_08979	protein_coding	uncharacterized protein	GeneID:23555951
FGSG_08980	gene:FGSG_08980	FGSG_08980	protein_coding	uncharacterized protein	GeneID:23555952
FGSG_08981	gene:FGSG_08981	FGSG_08981	protein_coding	uncharacterized protein	GeneID:23555953
FGSG_08982	gene:FGSG_08982	FGSG_08982	protein_coding	AP-1 complex subunit mu	GeneID:23555954
FGSG_08983	gene:FGSG_08983	FGSG_08983	protein_coding	uncharacterized protein	GeneID:23555955
FGSG_08985	gene:FGSG_08985	FGSG_08985	protein_coding	calcium-transporting ATPase 3	GeneID:23555956
FGSG_08986	gene:FGSG_08986	FGSG_08986	protein_coding	uncharacterized protein	GeneID:23555957
FGSG_08987	gene:FGSG_08987	FGSG_08987	protein_coding	uncharacterized protein	GeneID:23555958
FGSG_08988	gene:FGSG_08988	FGSG_08988	protein_coding	uncharacterized protein	GeneID:23555959
FGSG_08990	gene:FGSG_08990	FGSG_08990	protein_coding	uncharacterized protein	GeneID:23555960
FGSG_08991	gene:FGSG_08991	FGSG_08991	protein_coding	uncharacterized protein	GeneID:23555961
FGSG_08992	gene:FGSG_08992	FGSG_08992	protein_coding	uncharacterized protein	GeneID:23555962
FGSG_08994	gene:FGSG_08994	FGSG_08994	protein_coding	uncharacterized protein	GeneID:23555963
FGSG_08995	gene:FGSG_08995	FGSG_08995	protein_coding	uncharacterized protein	GeneID:23555964
FGSG_08996	gene:FGSG_08996	FGSG_08996	protein_coding	uncharacterized protein	GeneID:23555965
FGSG_08997	gene:FGSG_08997	FGSG_08997	protein_coding	vacuolar protein 8	GeneID:23555966
FGSG_08998	gene:FGSG_08998	FGSG_08998	protein_coding	nuclear protein SNF4	GeneID:23555967
FGSG_08999	gene:FGSG_08999	FGSG_08999	protein_coding	uncharacterized protein	GeneID:23555968
FGSG_09000	gene:FGSG_09000	FGSG_09000	protein_coding	uncharacterized protein	GeneID:23555969
FGSG_09001	gene:FGSG_09001	FGSG_09001	protein_coding	uncharacterized protein	GeneID:23555970
FGSG_09002	gene:FGSG_09002	FGSG_09002	protein_coding	uncharacterized protein	GeneID:23555971
FGSG_09003	gene:FGSG_09003	FGSG_09003	protein_coding	uncharacterized protein	GeneID:23555972
FGSG_09004	gene:FGSG_09004	FGSG_09004	protein_coding	uncharacterized protein	GeneID:23555973
FGSG_09005	gene:FGSG_09005	FGSG_09005	protein_coding	uncharacterized protein	GeneID:23555974
FGSG_09006	gene:FGSG_09006	FGSG_09006	protein_coding	NAD(P) transhydrogenase	GeneID:23555975
FGSG_09007	gene:FGSG_09007	FGSG_09007	protein_coding	uncharacterized protein	GeneID:23555976
FGSG_09008	gene:FGSG_09008	FGSG_09008	protein_coding	uncharacterized protein	GeneID:23555977
FGSG_09009	gene:FGSG_09009	FGSG_09009	protein_coding	uncharacterized protein	GeneID:23555978
FGSG_09010	gene:FGSG_09010	FGSG_09010	protein_coding	uncharacterized protein	GeneID:23555979
FGSG_09011	gene:FGSG_09011	FGSG_09011	protein_coding	uncharacterized protein	GeneID:23555980
FGSG_09012	gene:FGSG_09012	FGSG_09012	protein_coding	uncharacterized protein	GeneID:23555981
FGSG_09013	gene:FGSG_09013	FGSG_09013	protein_coding	uncharacterized protein	GeneID:23555982
FGSG_09014	gene:FGSG_09014	FGSG_09014	protein_coding	uncharacterized protein	GeneID:23555983
FGSG_09015	gene:FGSG_09015	FGSG_09015	protein_coding	uncharacterized protein	GeneID:23555984
FGSG_09016	gene:FGSG_09016	FGSG_09016	protein_coding	transporter SEC61 subunit alpha	GeneID:23555985
FGSG_09017	gene:FGSG_09017	FGSG_09017	protein_coding	uncharacterized protein	GeneID:23555986
FGSG_09018	gene:FGSG_09018	FGSG_09018	protein_coding	uncharacterized protein	GeneID:23555987
FGSG_09019	gene:FGSG_09019	FGSG_09019	protein_coding	uncharacterized protein	GeneID:23555988
FGSG_09020	gene:FGSG_09020	FGSG_09020	protein_coding	uncharacterized protein	GeneID:23555989
FGSG_09021	gene:FGSG_09021	FGSG_09021	protein_coding	uncharacterized protein	GeneID:23555990
FGSG_09022	gene:FGSG_09022	FGSG_09022	protein_coding	uncharacterized protein	GeneID:23555991
FGSG_09023	gene:FGSG_09023	FGSG_09023	protein_coding	uncharacterized protein	GeneID:23555992
FGSG_09025	gene:FGSG_09025	FGSG_09025	protein_coding	uncharacterized protein	GeneID:23555993
FGSG_09026	gene:FGSG_09026	FGSG_09026	protein_coding	uncharacterized protein	GeneID:23555994
FGSG_09028	gene:FGSG_09028	FGSG_09028	protein_coding	general stress protein 39	GeneID:23555995
FGSG_09029	gene:FGSG_09029	FGSG_09029	protein_coding	uncharacterized protein	GeneID:23555996
FGSG_09031	gene:FGSG_09031	FGSG_09031	protein_coding	uncharacterized protein	GeneID:23555997
FGSG_09032	gene:FGSG_09032	FGSG_09032	protein_coding	uncharacterized protein	GeneID:23555998
FGSG_09033	gene:FGSG_09033	FGSG_09033	protein_coding	uncharacterized protein	GeneID:23555999
FGSG_09034	gene:FGSG_09034	FGSG_09034	protein_coding	nucleotide-binding protein 2	GeneID:23556000
FGSG_09035	gene:FGSG_09035	FGSG_09035	protein_coding	uncharacterized protein	GeneID:23556001
FGSG_09036	gene:FGSG_09036	FGSG_09036	protein_coding	uncharacterized protein	GeneID:23556002
FGSG_09037	gene:FGSG_09037	FGSG_09037	protein_coding	uncharacterized protein	GeneID:23556003
FGSG_09038	gene:FGSG_09038	FGSG_09038	protein_coding	uncharacterized protein	GeneID:23556004
FGSG_09039	gene:FGSG_09039	FGSG_09039	protein_coding	N amino acid transport system protein	GeneID:23556005
FGSG_09040	gene:FGSG_09040	FGSG_09040	protein_coding	uncharacterized protein	GeneID:23556006
FGSG_09041	gene:FGSG_09041	FGSG_09041	protein_coding	uncharacterized protein	GeneID:23556007
FGSG_09042	gene:FGSG_09042	FGSG_09042	protein_coding	formamidase	GeneID:23556008
FGSG_09043	gene:FGSG_09043	FGSG_09043	protein_coding	uncharacterized protein	GeneID:23556009
FGSG_09044	gene:FGSG_09044	FGSG_09044	protein_coding	uncharacterized protein	GeneID:23556010
FGSG_09045	gene:FGSG_09045	FGSG_09045	protein_coding	uncharacterized protein	GeneID:23556011
FGSG_09046	gene:FGSG_09046	FGSG_09046	protein_coding	uncharacterized protein	GeneID:23556012
FGSG_09047	gene:FGSG_09047	FGSG_09047	protein_coding	uncharacterized protein	GeneID:23556013
FGSG_09048	gene:FGSG_09048	FGSG_09048	protein_coding	uncharacterized protein	GeneID:23556014
FGSG_09049	gene:FGSG_09049	FGSG_09049	protein_coding	uncharacterized protein	GeneID:23556015
FGSG_09050	gene:FGSG_09050	FGSG_09050	protein_coding	uncharacterized protein	GeneID:23556016
FGSG_09051	gene:FGSG_09051	FGSG_09051	protein_coding	uncharacterized protein	GeneID:23556017
FGSG_09052	gene:FGSG_09052	FGSG_09052	protein_coding	uncharacterized protein	GeneID:23556018
FGSG_09053	gene:FGSG_09053	FGSG_09053	protein_coding	uncharacterized protein	GeneID:23556019
FGSG_09054	gene:FGSG_09054	FGSG_09054	protein_coding	uncharacterized protein	GeneID:23556020
FGSG_09055	gene:FGSG_09055	FGSG_09055	protein_coding	uncharacterized protein	GeneID:23556021
FGSG_09056	gene:FGSG_09056	FGSG_09056	protein_coding	uncharacterized protein	GeneID:23556022
FGSG_09058	gene:FGSG_09058	FGSG_09058	protein_coding	uncharacterized protein	GeneID:23556023
FGSG_09059	gene:FGSG_09059	FGSG_09059	protein_coding	uncharacterized protein	GeneID:23556024
FGSG_09060	gene:FGSG_09060	FGSG_09060	protein_coding	uncharacterized protein	GeneID:23556025
FGSG_09061	gene:FGSG_09061	FGSG_09061	protein_coding	2,3-dihydroxybenzoic acid decarboxylase	GeneID:23556026
FGSG_09062	gene:FGSG_09062	FGSG_09062	protein_coding	uncharacterized protein	GeneID:23556027
FGSG_09063	gene:FGSG_09063	FGSG_09063	protein_coding	uncharacterized protein	GeneID:23556028
FGSG_09064	gene:FGSG_09064	FGSG_09064	protein_coding	uncharacterized protein	GeneID:23556029
FGSG_09065	gene:FGSG_09065	FGSG_09065	protein_coding	uncharacterized protein	GeneID:23556030
FGSG_09066	gene:FGSG_09066	FGSG_09066	protein_coding	uncharacterized protein	GeneID:23556031
FGSG_09067	gene:FGSG_09067	FGSG_09067	protein_coding	uncharacterized protein	GeneID:23556032
FGSG_09068	gene:FGSG_09068	FGSG_09068	protein_coding	uncharacterized protein	GeneID:23556033
FGSG_09069	gene:FGSG_09069	FGSG_09069	protein_coding	uncharacterized protein	GeneID:23556034
FGSG_09070	gene:FGSG_09070	FGSG_09070	protein_coding	uncharacterized protein	GeneID:23556035
FGSG_09071	gene:FGSG_09071	FGSG_09071	protein_coding	uncharacterized protein	GeneID:23556036
FGSG_09072	gene:FGSG_09072	FGSG_09072	protein_coding	uncharacterized protein	GeneID:23556037
FGSG_09073	gene:FGSG_09073	FGSG_09073	protein_coding	uncharacterized protein	GeneID:23556038
FGSG_09074	gene:FGSG_09074	FGSG_09074	protein_coding	uncharacterized protein	GeneID:23556039
FGSG_09075	gene:FGSG_09075	FGSG_09075	protein_coding	uncharacterized protein	GeneID:23556040
FGSG_09076	gene:FGSG_09076	FGSG_09076	protein_coding	uncharacterized protein	GeneID:23556041
FGSG_09077	gene:FGSG_09077	FGSG_09077	protein_coding	uncharacterized protein	GeneID:23556042
FGSG_09078	gene:FGSG_09078	FGSG_09078	protein_coding	uncharacterized protein	GeneID:23556043
FGSG_09079	gene:FGSG_09079	FGSG_09079	protein_coding	uncharacterized protein	GeneID:23556044
FGSG_09080	gene:FGSG_09080	FGSG_09080	protein_coding	uncharacterized protein	GeneID:23556045
FGSG_09081	gene:FGSG_09081	FGSG_09081	protein_coding	uncharacterized protein	GeneID:23556046
FGSG_09082	gene:FGSG_09082	FGSG_09082	protein_coding	alpha-glucosidase	GeneID:23556047
FGSG_09083	gene:FGSG_09083	FGSG_09083	protein_coding	uncharacterized protein	GeneID:23556048
FGSG_09084	gene:FGSG_09084	FGSG_09084	protein_coding	uncharacterized protein	GeneID:23556049
FGSG_09085	gene:FGSG_09085	FGSG_09085	protein_coding	uncharacterized protein	GeneID:23556050
FGSG_09086	gene:FGSG_09086	FGSG_09086	protein_coding	uncharacterized protein	GeneID:23556051
FGSG_09087	gene:FGSG_09087	FGSG_09087	protein_coding	uncharacterized protein	GeneID:23556052
FGSG_09088	gene:FGSG_09088	FGSG_09088	protein_coding	uncharacterized protein	GeneID:23556053
FGSG_09089	gene:FGSG_09089	FGSG_09089	protein_coding	uncharacterized protein	GeneID:23556054
FGSG_09090	gene:FGSG_09090	FGSG_09090	protein_coding	uncharacterized protein	GeneID:23556055
FGSG_09091	gene:FGSG_09091	FGSG_09091	protein_coding	uncharacterized protein	GeneID:23556056
FGSG_09092	gene:FGSG_09092	FGSG_09092	protein_coding	uncharacterized protein	GeneID:23556057
