GO_ID	term_name
GO:0035999	tetrahydrofolate interconversion
GO:0035973	aggrephagy
GO:0035965	cardiolipin acyl-chain remodeling
GO:0043103	hypoxanthine salvage
GO:0043111	replication fork arrest
GO:0043115	precorrin-2 dehydrogenase activity
GO:0043130	ubiquitin binding
GO:0043138	3'-5' DNA helicase activity
GO:0043137	DNA replication, removal of RNA primer
GO:0043139	5'-3' DNA helicase activity
GO:0035838	growing cell tip
GO:0035879	plasma membrane lactate transport
GO:0035861	site of double-strand break
GO:0035859	Seh1-associated complex
GO:0036498	IRE1-mediated unfolded protein response
GO:0036402	proteasome-activating activity
GO:0036444	calcium import into the mitochondrion
GO:0036424	L-phosphoserine phosphatase activity
GO:0036524	protein deglycase activity
GO:0036503	ERAD pathway
GO:0036228	protein localization to nuclear inner membrane
GO:0036297	interstrand cross-link repair
GO:0036286	eisosome filament
GO:0036265	RNA (guanine-N7)-methylation
GO:0036261	7-methylguanosine cap hypermethylation
GO:0036211	protein modification process
GO:0036205	histone catabolic process
GO:0036376	sodium ion export across plasma membrane
GO:0036374	glutathione gamma-glutamate hydrolase
GO:0036361	obsolete racemase activity, acting on amino acids and derivatives
GO:0036396	RNA N6-methyladenosine methyltransferase complex
GO:0043928	obsolete exonucleolytic catabolism of deadenylated mRNA
GO:0043985	obsolete histone H4-R3 methylation
GO:0043998	histone H2A acetyltransferase activity
GO:0043967	obsolete histone H4 acetylation
GO:0043966	obsolete histone H3 acetylation
GO:0043968	obsolete histone H2A acetylation
GO:0047184	1-acylglycerophosphocholine O-acyltransferase activity
GO:0047134	protein-disulfide reductase [NAD(P)H] activity
GO:0044805	obsolete late nucleophagy
GO:0044804	nucleophagy
GO:0044820	mitotic telomere tethering at nuclear periphery
GO:0044753	amphisome
GO:0044773	mitotic DNA damage checkpoint signaling
GO:0044772	mitotic cell cycle phase transition
GO:0044778	meiotic DNA integrity checkpoint signaling
GO:0044780	bacterial-type flagellum assembly
GO:0044715	8-oxo-dGDP phosphatase activity
GO:0044718	siderophore transmembrane transport
GO:0044732	mitotic spindle pole body
GO:0044695	Dsc E3 ubiquitin ligase complex
GO:0045842	positive regulation of mitotic metaphase/anaphase transition
GO:0045862	positive regulation of proteolysis
GO:0045547	ditrans,polycis-polyprenyl diphosphate synthase [(2E,6E)-farnesyl diphosphate specific] activity
GO:0045504	dynein heavy chain binding
GO:0045505	dynein intermediate chain binding
GO:0045503	dynein light chain binding
GO:0045703	ketoreductase activity
GO:0045719	negative regulation of glycogen biosynthetic process
GO:0044877	protein-containing complex binding
GO:0045739	positive regulation of DNA repair
GO:0045737	positive regulation of cyclin-dependent protein serine/threonine kinase activity
GO:0045732	positive regulation of protein catabolic process
GO:0045761	regulation of adenylate cyclase activity
GO:0045948	positive regulation of translational initiation
GO:0045944	positive regulation of transcription by RNA polymerase II
GO:0045943	positive regulation of transcription by RNA polymerase I
GO:0045951	positive regulation of mitotic recombination
GO:0045905	positive regulation of translational termination
GO:0045903	positive regulation of translational fidelity
GO:0045901	positive regulation of translational elongation
GO:0045892	negative regulation of DNA-templated transcription
GO:0045893	positive regulation of DNA-templated transcription
GO:0045895	positive regulation of mating-type specific transcription, DNA-templated
GO:0045899	positive regulation of RNA polymerase II transcription preinitiation complex assembly
GO:0047429	nucleoside triphosphate diphosphatase activity
GO:0047453	ATP-dependent NAD(P)H-hydrate dehydratase activity
GO:0045324	late endosome to vacuole transport
GO:0045329	carnitine biosynthetic process
GO:0045332	phospholipid translocation
GO:0045335	phagocytic vesicle
GO:0045333	cellular respiration
GO:0045337	farnesyl diphosphate biosynthetic process
GO:0045338	farnesyl diphosphate metabolic process
GO:0045239	tricarboxylic acid cycle heteromeric enzyme complex
GO:0045820	negative regulation of glycolytic process
GO:0045727	positive regulation of translation
GO:0045721	negative regulation of gluconeogenesis
GO:0047547	2-methylcitrate dehydratase activity
GO:0047545	(S)-2-hydroxyglutarate dehydrogenase activity
GO:0047536	L-2-aminoadipate:2-oxoglutarate transaminase activity
GO:0045140	inositol phosphoceramide synthase activity
GO:0045144	meiotic sister chromatid segregation
GO:0045145	single-stranded DNA 5'-3' DNA exonuclease activity
GO:0045143	homologous chromosome segregation
GO:0045151	acetoin biosynthetic process
GO:0045159	myosin II binding
GO:0045116	protein neddylation
GO:0045122	aflatoxin biosynthetic process
GO:0045121	membrane raft
GO:0045292	mRNA cis splicing, via spliceosome
GO:0045290	D-arabinose 1-dehydrogenase [NAD(P)+] activity
GO:0045254	pyruvate dehydrogenase complex
GO:0045252	oxoglutarate dehydrogenase complex
GO:0045261	obsolete proton-transporting ATP synthase complex, catalytic core F(1)
GO:0045272	obsolete plasma membrane respiratory chain complex I
GO:0045277	respiratory chain complex IV
GO:0047372	monoacylglycerol lipase activity
GO:0047389	glycerophosphocholine phosphodiesterase activity
GO:0047499	obsolete calcium-independent phospholipase A2 activity
GO:0047496	vesicle transport along microtubule
GO:0045493	xylan catabolic process
GO:0045490	pectin catabolic process
GO:0045454	cell redox homeostasis
GO:0045482	trichodiene synthase activity
GO:0045182	translation regulator activity
GO:0045134	UDP phosphatase activity
GO:0045132	meiotic chromosome segregation
GO:0045047	protein targeting to ER
GO:0045048	protein insertion into ER membrane
GO:0045053	protein retention in Golgi apparatus
GO:0045056	transcytosis
GO:0045003	double-strand break repair via synthesis-dependent strand annealing
GO:0045004	DNA replication proofreading
GO:0045013	carbon catabolite repression of transcription
GO:0045016	mitochondrial magnesium ion transmembrane transport
GO:0045022	early endosome to late endosome transport
GO:0045027	DNA end binding
GO:0045025	mitochondrial degradosome
GO:0045033	peroxisome inheritance
GO:0045039	protein insertion into mitochondrial inner membrane
GO:0045041	protein import into mitochondrial intermembrane space
GO:0045040	protein insertion into mitochondrial outer membrane
GO:0045046	protein import into peroxisome membrane
GO:0045002	double-strand break repair via single-strand annealing
GO:0046040	IMP metabolic process
GO:0046210	nitric oxide catabolic process
GO:0046390	ribose phosphate biosynthetic process
GO:0046354	mannan biosynthetic process
GO:0046353	aminoglycoside 3-N-acetyltransferase activity
GO:0046359	butyrate catabolic process
GO:0046373	L-arabinose metabolic process
GO:0046316	gluconokinase activity
GO:0046069	cGMP catabolic process
GO:0046084	adenine biosynthetic process
GO:0046081	dUTP catabolic process
GO:0046029	mannitol dehydrogenase activity
GO:0046027	phospholipid:diacylglycerol acyltransferase activity
GO:0046033	AMP metabolic process
GO:0046034	ATP metabolic process
GO:0046281	cinnamic acid catabolic process
GO:0046294	formaldehyde catabolic process
GO:0046167	glycerol-3-phosphate biosynthetic process
GO:0046168	glycerol-3-phosphate catabolic process
GO:0046166	glyceraldehyde-3-phosphate biosynthetic process
GO:0046177	obsolete D-gluconate catabolic process
GO:0046100	hypoxanthine metabolic process
GO:0046103	inosine biosynthetic process
GO:0046132	pyrimidine ribonucleoside biosynthetic process
GO:0046655	folic acid metabolic process
GO:0046654	tetrahydrofolate biosynthetic process
GO:0046677	response to antibiotic
GO:0044030	obsolete regulation of DNA methylation
GO:0046695	SLIK (SAGA-like) complex
GO:0046705	CDP biosynthetic process
GO:0046713	borate transport
GO:0044183	protein folding chaperone
GO:0046777	protein autophosphorylation
GO:0046785	microtubule polymerization
GO:0046403	polynucleotide 3'-phosphatase activity
GO:0046404	ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity
GO:0046461	neutral lipid catabolic process
GO:0046475	glycerophospholipid catabolic process
GO:0046474	glycerophospholipid biosynthetic process
GO:0046488	phosphatidylinositol metabolic process
GO:0046417	chorismate metabolic process
GO:0046416	D-amino acid metabolic process
GO:0046421	methylisocitrate lyase activity
GO:0046452	dihydrofolate metabolic process
GO:0046503	glycerolipid catabolic process
GO:0046512	sphingosine biosynthetic process
GO:0046513	ceramide biosynthetic process
GO:0046514	ceramide catabolic process
GO:0046523	S-methyl-5-thioribose-1-phosphate isomerase activity
GO:0046521	sphingoid catabolic process
GO:0046578	regulation of Ras protein signal transduction
GO:0046579	positive regulation of Ras protein signal transduction
GO:0046577	long-chain-alcohol oxidase activity
GO:0046592	polyamine oxidase activity
GO:0046537	obsolete 2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity
GO:0046540	U4/U6 x U5 tri-snRNP complex
GO:0046556	alpha-L-arabinofuranosidase activity
GO:0046558	arabinan endo-1,5-alpha-L-arabinosidase activity
GO:0046559	alpha-glucuronidase activity
GO:0046570	methylthioribulose 1-phosphate dehydratase activity
GO:0044610	FMN transmembrane transporter activity
GO:0044611	nuclear pore inner ring
GO:0044614	nuclear pore cytoplasmic filaments
GO:0044613	nuclear pore central transport channel
GO:0044571	[2Fe-2S] cluster assembly
GO:0044550	secondary metabolite biosynthetic process
GO:0046907	intracellular transport
GO:0046901	tetrahydrofolylpolyglutamate biosynthetic process
GO:0046912	acyltransferase activity, acyl groups converted into alkyl on transfer
GO:0046923	ER lumen protein retrieval receptor activity
GO:0046921	alpha-(1->6)-fucosyltransferase activity
GO:0046854	phosphatidylinositol phosphate biosynthetic process
GO:0046856	phosphatidylinositol dephosphorylation
GO:0044209	AMP salvage
GO:0044208	'de novo' AMP biosynthetic process
GO:0044205	'de novo' UMP biosynthetic process
GO:0046871	N-acetylgalactosamine binding
GO:0046872	metal ion binding
GO:0046873	metal ion transmembrane transporter activity
GO:0046874	quinolinate metabolic process
GO:0046835	carbohydrate phosphorylation
GO:0044284	mitochondrial crista junction
GO:0044237	obsolete cellular metabolic process
GO:0044255	obsolete cellular lipid metabolic process
GO:0046975	histone H3K36 methyltransferase activity
GO:0046982	protein heterodimerization activity
GO:0046983	protein dimerization activity
GO:0046933	proton-transporting ATP synthase activity, rotational mechanism
GO:0046949	fatty-acyl-CoA biosynthetic process
GO:0046942	carboxylic acid transport
GO:0046943	carboxylic acid transmembrane transporter activity
GO:0046952	ketone body catabolic process
GO:0046951	ketone body biosynthetic process
GO:0046961	proton-transporting ATPase activity, rotational mechanism
GO:0044375	regulation of peroxisome size
GO:0044389	ubiquitin-like protein ligase binding
GO:0051123	RNA polymerase II preinitiation complex assembly
GO:0051131	chaperone-mediated protein complex assembly
GO:0051156	glucose 6-phosphate metabolic process
GO:0051103	obsolete DNA ligation involved in DNA repair
GO:0051117	ATPase binding
GO:0051096	positive regulation of helicase activity
GO:0051091	obsolete positive regulation of DNA-binding transcription factor activity
GO:0051087	protein-folding chaperone binding
GO:0051056	regulation of small GTPase mediated signal transduction
GO:0051085	obsolete chaperone cofactor-dependent protein refolding
GO:0051082	obsolete unfolded protein binding
GO:0051083	'de novo' cotranslational protein folding
GO:0051642	centrosome localization
GO:0051645	Golgi localization
GO:0051654	establishment of mitochondrion localization
GO:0048015	phosphatidylinositol-mediated signaling
GO:0048027	mRNA 5'-UTR binding
GO:0048026	positive regulation of mRNA splicing, via spliceosome
GO:0048024	regulation of mRNA splicing, via spliceosome
GO:0051666	actin cortical patch localization
GO:0048029	monosaccharide binding
GO:0048038	quinone binding
GO:0051604	protein maturation
GO:0051603	obsolete proteolysis involved in protein catabolic process
GO:0051601	exocyst localization
GO:0051639	actin filament network formation
GO:0048039	ubiquinone binding
GO:0048040	UDP-glucuronate decarboxylase activity
GO:0051698	saccharopine oxidase activity
GO:0051443	positive regulation of ubiquitin-protein transferase activity
GO:0051455	spindle attachment to meiosis I kinetochore
GO:0051453	regulation of intracellular pH
GO:0051539	4 iron, 4 sulfur cluster binding
GO:0051536	iron-sulfur cluster binding
GO:0051537	2 iron, 2 sulfur cluster binding
GO:0051500	D-tyrosyl-tRNA(Tyr) deacylase activity
GO:0051560	mitochondrial calcium ion homeostasis
GO:0051569	obsolete regulation of histone H3-K4 methylation
GO:0051568	obsolete histone H3-K4 methylation
GO:0051260	protein homooligomerization
GO:0051256	mitotic spindle midzone assembly
GO:0051252	regulation of RNA metabolic process
GO:0051259	protein complex oligomerization
GO:0051267	obsolete CP2 mannose-ethanolamine phosphotransferase activity
GO:0051278	fungal-type cell wall polysaccharide biosynthetic process
GO:0051276	chromosome organization
GO:0051213	dioxygenase activity
GO:0051225	spindle assembly
GO:0051228	mitotic spindle disassembly
GO:0051233	spindle midzone
GO:0051237	maintenance of RNA location
GO:0051170	import into nucleus
GO:0051301	cell division
GO:0051300	spindle pole body organization
GO:0051307	meiotic chromosome separation
GO:0051303	obsolete establishment of chromosome localization
GO:0051315	attachment of mitotic spindle microtubules to kinetochore
GO:0050708	regulation of protein secretion
GO:0051787	misfolded protein binding
GO:0051792	medium-chain fatty acid biosynthetic process
GO:0051793	medium-chain fatty acid catabolic process
GO:0051726	regulation of cell cycle
GO:0051723	protein methylesterase activity
GO:0051724	NAD transmembrane transporter activity
GO:0051721	protein phosphatase 2A binding
GO:0051730	GTP-dependent polyribonucleotide 5'-hydroxyl-kinase activity
GO:0051731	polynucleotide 5'-hydroxyl-kinase activity
GO:0051750	delta(3,5)-delta(2,4)-dienoyl-CoA isomerase activity
GO:0051751	alpha-1,4-mannosyltransferase activity
GO:0051754	meiotic sister chromatid cohesion, centromeric
GO:0048188	Set1C/COMPASS complex
GO:0048189	Lid2 complex
GO:0048194	Golgi vesicle budding
GO:0048193	Golgi vesicle transport
GO:0051403	stress-activated MAPK cascade
GO:0051415	microtubule nucleation by interphase microtubule organizing center
GO:0051382	kinetochore assembly
GO:0051377	mannose-ethanolamine phosphotransferase activity
GO:0051383	kinetochore organization
GO:0051321	meiotic cell cycle
GO:0051353	positive regulation of oxidoreductase activity
GO:0051293	establishment of spindle localization
GO:0051286	cell tip
GO:0051287	NAD binding
GO:0051285	cell cortex of cell tip
GO:0051015	actin filament binding
GO:0051016	barbed-end actin filament capping
GO:0051014	actin filament severing
GO:0051011	microtubule minus-end binding
GO:0051010	microtubule plus-end binding
GO:0051017	actin filament bundle assembly
GO:0051026	chiasma assembly
GO:0051020	GTPase binding
GO:0050031	L-pipecolate oxidase activity
GO:0050032	L-rhamnonate dehydratase activity
GO:0050023	L-fuconate dehydratase activity
GO:0052689	carboxylic ester hydrolase activity
GO:0055064	chloride ion homeostasis
GO:0055075	potassium ion homeostasis
GO:0055070	copper ion homeostasis
GO:0055085	transmembrane transport
GO:0055087	Ski complex
GO:0055088	lipid homeostasis
GO:0055037	recycling endosome
GO:0055129	L-proline biosynthetic process
GO:0047952	glycerol-3-phosphate dehydrogenase [NAD(P)+] activity
GO:0047874	dolichyldiphosphatase activity
GO:0055120	striated muscle dense body
GO:0060049	obsolete regulation of protein glycosylation
GO:0050613	Delta14-sterol reductase activity
GO:0047598	7-dehydrocholesterol reductase activity
GO:0047555	3',5'-cyclic-GMP phosphodiesterase activity
GO:0047560	3-dehydrosphinganine reductase activity
GO:0047580	4-hydroxyproline epimerase activity
GO:0047750	cholestenol delta-isomerase activity
GO:0047840	dCTP diphosphatase activity
GO:0050525	cutinase activity
GO:0050684	regulation of mRNA processing
GO:0050664	oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor
GO:0050661	NADP binding
GO:0050660	flavin adenine dinucleotide binding
GO:0050667	homocysteine metabolic process
GO:0060090	molecular adaptor activity
GO:0047793	cycloeucalenol cycloisomerase activity
GO:0050897	cobalt ion binding
GO:0050839	cell adhesion molecule binding
GO:0050832	defense response to fungus
GO:0050833	pyruvate transmembrane transporter activity
GO:0050801	monoatomic ion homeostasis
GO:0050821	protein stabilization
GO:0050567	glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity
GO:0047605	acetolactate decarboxylase activity
GO:0047617	fatty acyl-CoA hydrolase activity
GO:0047631	ADP-ribose diphosphatase activity
GO:0052381	tRNA dimethylallyltransferase activity
GO:0050311	sulfite reductase (ferredoxin) activity
GO:0050313	sulfur dioxygenase activity
GO:0050321	tau-protein kinase activity
GO:0050334	thiaminase activity
GO:0050308	sugar-phosphatase activity
GO:0050353	trimethyllysine dioxygenase activity
GO:0050385	ureidoglycolate lyase activity
GO:0052907	23S rRNA (adenine(1618)-N(6))-methyltransferase activity
GO:0052929	ATP:3'-cytidine-cytidine-tRNA adenylyltransferase activity
GO:0052925	dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase activity
GO:0050440	2-methylcitrate synthase activity
GO:0050482	arachidonate secretion
GO:0050483	obsolete IMP 5'-nucleotidase activity
GO:0052735	tRNA (cytidine-N3)-methyltransferase activity
GO:0052742	phosphatidylinositol kinase activity
GO:0052757	chondroitin hydrolase activity
GO:0052717	tRNA-specific adenosine-34 deaminase activity
GO:0050152	omega-amidase activity
GO:0050151	oleate hydratase activity
GO:0050178	phenylpyruvate tautomerase activity
GO:0050185	phosphatidylinositol deacylase activity
GO:0050113	inositol oxygenase activity
GO:0052856	NAD(P)HX epimerase activity
GO:0052861	endo-1,3(4)-beta-glucanase activity
GO:0052840	inositol diphosphate tetrakisphosphate diphosphatase activity
GO:0050278	sedoheptulose-bisphosphatase activity
GO:0050291	sphingosine N-acyltransferase activity
GO:0050295	steryl-beta-glucosidase activity
GO:0050265	RNA uridylyltransferase activity
GO:0048870	cell motility
GO:0048487	beta-tubulin binding
GO:0048471	perinuclear region of cytoplasm
GO:0048476	Holliday junction resolvase complex
GO:0051880	G-quadruplex DNA binding
GO:0048244	phytanoyl-CoA dioxygenase activity
GO:0048254	snoRNA localization
GO:0051896	regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
GO:0048257	3'-flap endonuclease activity
GO:0048255	mRNA stabilization
GO:0048250	iron import into the mitochondrion
GO:0048269	methionine adenosyltransferase complex
GO:0048268	clathrin coat assembly
GO:0048278	vesicle docking
GO:0048270	methionine adenosyltransferase regulator activity
GO:0048205	COPI coating of Golgi vesicle
GO:0048208	COPII vesicle coat assembly
GO:0048211	Golgi vesicle docking
GO:0051864	histone H3K36 demethylase activity
GO:0051865	protein autoubiquitination
GO:0051879	Hsp90 protein binding
GO:0048284	organelle fusion
GO:0048288	nuclear membrane fusion involved in karyogamy
GO:0048280	vesicle fusion with Golgi apparatus
GO:0051973	obsolete positive regulation of telomerase activity
GO:0051974	obsolete negative regulation of telomerase activity
GO:0051999	mannosyl-inositol phosphorylceramide biosynthetic process
GO:0051996	squalene synthase [NAD(P)H] activity
GO:0051923	sulfation
GO:0051920	peroxiredoxin activity
GO:0048309	endoplasmic reticulum inheritance
GO:0048312	intracellular distribution of mitochondria
GO:0048311	mitochondrion distribution
GO:0051959	dynein light intermediate chain binding
GO:0051907	S-(hydroxymethyl)glutathione synthase activity
GO:0051903	S-(hydroxymethyl)glutathione dehydrogenase [NAD(P)+] activity
GO:0065003	protein-containing complex assembly
GO:0070966	nuclear-transcribed mRNA catabolic process, no-go decay
GO:0070985	transcription factor TFIIK complex
GO:0070987	error-free translesion synthesis
GO:0070979	protein K11-linked ubiquitination
GO:0070973	protein localization to endoplasmic reticulum exit site
GO:0070971	endoplasmic reticulum exit site
GO:0070916	inositol phosphoceramide synthase complex
GO:0070914	UV-damage excision repair
GO:0070917	inositol phosphoceramide synthase regulator activity
GO:0070941	eisosome assembly
GO:0070935	3'-UTR-mediated mRNA stabilization
GO:0070939	Dsl1/NZR complex
GO:0061077	obsolete chaperone-mediated protein folding
GO:0061024	membrane organization
GO:0061025	membrane fusion
GO:0060237	regulation of fungal-type cell wall organization
GO:0061188	negative regulation of rDNA heterochromatin formation
GO:0061186	negative regulation of silent mating-type cassette heterochromatin formation
GO:0061133	endopeptidase activator activity
GO:0061136	regulation of proteasomal protein catabolic process
GO:0061161	positive regulation of establishment of bipolar cell polarity regulating cell shape
GO:0062026	negative regulation of SCF-dependent proteasomal ubiquitin-dependent catabolic process
GO:0070860	RNA polymerase I core factor complex
GO:0070863	positive regulation of protein exit from endoplasmic reticulum
GO:0070822	Sin3-type complex
GO:0070813	hydrogen sulfide metabolic process
GO:0070897	transcription preinitiation complex assembly
GO:0070898	RNA polymerase III preinitiation complex assembly
GO:0070566	adenylyltransferase activity
GO:0070588	calcium ion transmembrane transport
GO:0070573	metallodipeptidase activity
GO:0070577	obsolete lysine-acetylated histone binding
GO:0070522	ERCC4-ERCC1 complex
GO:0070525	tRNA threonylcarbamoyladenosine metabolic process
GO:0070545	PeBoW complex
GO:0070530	K63-linked polyubiquitin modification-dependent protein binding
GO:0070534	protein K63-linked ubiquitination
GO:0070536	protein K63-linked deubiquitination
GO:0070628	proteasome binding
GO:0070626	(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido) succinate lyase (fumarate-forming) activity
GO:0070681	glutaminyl-tRNAGln biosynthesis via transamidation
GO:0070682	proteasome regulatory particle assembly
GO:0070692	CTDK-1 complex
GO:0070646	protein modification by small protein removal
GO:0070631	spindle pole body localization
GO:0070651	nonfunctional rRNA decay
GO:0070652	HAUS complex
GO:0070761	pre-snoRNP complex
GO:0070762	nuclear pore transmembrane ring
GO:0070772	PAS complex
GO:0070773	protein-N-terminal glutamine amidohydrolase activity
GO:0070774	obsolete phytoceramidase activity
GO:0070905	serine binding
GO:0070901	mitochondrial tRNA methylation
GO:0070847	core mediator complex
GO:0070840	dynein complex binding
GO:0070390	transcription export complex 2
GO:0070372	regulation of ERK1 and ERK2 cascade
GO:0070319	Golgi to plasma membrane transport vesicle
GO:0070330	aromatase activity
GO:0070336	flap-structured DNA binding
GO:0060962	regulation of ribosomal protein gene transcription by RNA polymerase II
GO:0070301	cellular response to hydrogen peroxide
GO:0070481	nuclear-transcribed mRNA catabolic process, non-stop decay
GO:0070485	dehydro-D-arabinono-1,4-lactone biosynthetic process
GO:0070475	rRNA base methylation
GO:0070478	nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay
GO:0070476	rRNA (guanine-N7)-methylation
GO:0070210	Rpd3L-Expanded complex
GO:0070042	rRNA (uridine-N3-)-methyltransferase activity
GO:0070034	telomerase RNA binding
GO:0070037	rRNA (pseudouridine) methyltransferase activity
GO:0070063	RNA polymerase binding
GO:0070062	extracellular exosome
GO:0070059	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress
GO:0070290	N-acylphosphatidylethanolamine-specific phospholipase D activity
GO:0070291	N-acylethanolamine metabolic process
GO:0070273	phosphatidylinositol-4-phosphate binding
GO:0070274	RES complex
GO:0070292	N-acylphosphatidylethanolamine metabolic process
GO:0070262	peptidyl-serine dephosphorylation
GO:0070260	5'-tyrosyl-DNA phosphodiesterase activity
GO:0070209	obsolete ASTRA complex
GO:0070221	obsolete sulfide oxidation, using sulfide:quinone oxidoreductase
GO:0070224	sulfide:quinone oxidoreductase activity
GO:0070492	oligosaccharide binding
GO:0070449	elongin complex
GO:0070461	SAGA-type complex
GO:0070401	NADP+ binding
GO:0070403	NAD+ binding
GO:0070421	DNA ligase III-XRCC1 complex
GO:0070413	obsolete trehalose metabolism in response to stress
GO:0070150	mitochondrial glycyl-tRNA aminoacylation
GO:0070154	mitochondrial lysyl-tRNA aminoacylation
GO:0070158	mitochondrial seryl-tRNA aminoacylation
GO:0070192	chromosome organization involved in meiotic cell cycle
GO:0070183	mitochondrial tryptophanyl-tRNA aminoacylation
GO:0070189	obsolete kynurenine metabolic process
GO:0070180	large ribosomal subunit rRNA binding
GO:0070181	small ribosomal subunit rRNA binding
GO:0070179	D-serine biosynthetic process
GO:0070126	mitochondrial translational termination
GO:0070124	mitochondrial translational initiation
GO:0070125	mitochondrial translational elongation
GO:0070131	positive regulation of mitochondrial translation
GO:0070139	SUMO-specific endopeptidase activity
GO:0070197	meiotic attachment of telomere to nuclear envelope
GO:0060261	positive regulation of transcription initiation by RNA polymerase II
GO:0060213	positive regulation of nuclear-transcribed mRNA poly(A) tail shortening
GO:0060271	cilium assembly
GO:0070005	cysteine-type aminopeptidase activity
GO:0070006	metalloaminopeptidase activity
GO:0070004	cysteine-type exopeptidase activity
GO:0070007	glutamic-type endopeptidase activity
GO:0070008	serine-type exopeptidase activity
GO:0070086	ubiquitin-dependent endocytosis
GO:0070072	vacuolar proton-transporting V-type ATPase complex assembly
GO:0070096	mitochondrial outer membrane translocase complex assembly
GO:0070095	fructose-6-phosphate binding
GO:0060623	regulation of chromosome condensation
GO:0060628	regulation of ER to Golgi vesicle-mediated transport
GO:0061665	SUMO ligase activity
GO:0071051	poly(A)-dependent snoRNA 3'-end processing
GO:0071042	nuclear polyadenylation-dependent mRNA catabolic process
GO:0071040	nuclear polyadenylation-dependent antisense transcript catabolic process
GO:0071044	histone mRNA catabolic process
GO:0071074	eukaryotic initiation factor eIF2 binding
GO:0061617	MICOS complex
GO:0061608	nuclear import signal receptor activity
GO:0061630	ubiquitin protein ligase activity
GO:0061631	ubiquitin conjugating enzyme activity
GO:0061632	RNA lariat debranching enzyme activator activity
GO:0061621	canonical glycolysis
GO:0061775	cohesin loader activity
GO:0061798	GTP 3',8'-cyclase activity
GO:0061799	cyclic pyranopterin monophosphate synthase activity
GO:0061863	microtubule plus end polymerase activity
GO:0061810	obsolete NAD glycohydrolase activity
GO:0061817	obsolete endoplasmic reticulum-plasma membrane tethering
GO:0061459	L-arginine transmembrane transporter activity
GO:0061574	ASAP complex
GO:0061575	cyclin-dependent protein serine/threonine kinase activator activity
GO:0061578	K63-linked deubiquitinase activity
GO:0061599	molybdopterin molybdotransferase activity
GO:0061928	glutathione specific gamma-glutamylcyclotransferase activity
GO:0071013	catalytic step 2 spliceosome
GO:0071014	post-mRNA release spliceosomal complex
GO:0071011	precatalytic spliceosome
GO:0071006	U2-type catalytic step 1 spliceosome
GO:0071007	U2-type catalytic step 2 spliceosome
GO:0071004	U2-type prespliceosome
GO:0071008	U2-type post-mRNA release spliceosomal complex
GO:0071035	nuclear polyadenylation-dependent rRNA catabolic process
GO:0071036	nuclear polyadenylation-dependent snoRNA catabolic process
GO:0071034	CUT catabolic process
GO:0071039	nuclear polyadenylation-dependent CUT catabolic process
GO:0071037	nuclear polyadenylation-dependent snRNA catabolic process
GO:0071038	TRAMP-dependent tRNA surveillance pathway
GO:0071020	post-spliceosomal complex
GO:0071021	U2-type post-spliceosomal complex
GO:0071025	RNA surveillance
GO:0071028	nuclear mRNA surveillance
GO:0061656	SUMO conjugating enzyme activity
GO:0061640	cytoskeleton-dependent cytokinesis
GO:0061671	Cbp3p-Cbp6 complex
GO:0061504	cyclic threonylcarbamoyladenosine biosynthetic process
GO:0061503	tRNA threonylcarbamoyladenosine dehydratase activity
GO:0061509	obsolete asymmetric protein localization to old mitotic spindle pole body
GO:0071244	cellular response to carbon dioxide
GO:0071261	Ssh1 translocon complex
GO:0071266	'de novo' L-methionine biosynthetic process
GO:0071216	cellular response to biotic stimulus
GO:0071218	cellular response to misfolded protein
GO:0071230	cellular response to amino acid stimulus
GO:0061780	obsolete mitotic cohesin loading
GO:0071108	protein K48-linked deubiquitination
GO:0071171	site-specific DNA replication termination at RTS1 barrier
GO:0071164	RNA cap trimethylguanosine synthase activity
GO:0071169	establishment of protein localization to chromatin
GO:0061709	reticulophagy
GO:0071480	cellular response to gamma radiation
GO:0071481	cellular response to X-ray
GO:0071456	cellular response to hypoxia
GO:0071474	cellular hyperosmotic response
GO:0071479	cellular response to ionizing radiation
GO:0071467	cellular response to pH
GO:0071439	clathrin complex
GO:0071421	manganese ion transmembrane transport
GO:0071422	succinate transmembrane transport
GO:0071423	malate transmembrane transport
GO:0071561	nucleus-vacuole junction
GO:0071522	ureidoglycine aminohydrolase activity
GO:0071528	tRNA re-export from nucleus
GO:0071555	cell wall organization
GO:0071541	eukaryotic translation initiation factor 3 complex, eIF3m
GO:0071540	eukaryotic translation initiation factor 3 complex, eIF3e
GO:0071543	diphosphoinositol polyphosphate metabolic process
GO:0071513	phosphopantothenoylcysteine decarboxylase complex
GO:0071500	cellular response to nitrosative stress
GO:0090087	regulation of peptide transport
GO:0090307	mitotic spindle assembly
GO:0090443	FAR/SIN/STRIPAK complex
GO:0090481	pyrimidine nucleotide-sugar transmembrane transport
